"","age","workclass","fnlwgt","education","education_num","marital_status","occupation","relationship","race","sex","capital_gain","capital_loss","hours_per_week","native_country","salary"
"10743",37,"Private",231180,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K"
"10744",28,"Private",119793,"HS-grad",9,"Never-married","Sales","Own-child","White","Male",0,0,60,"United-States","<=50K"
"10745",38,"Private",102178,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,50,"United-States","<=50K"
"10746",76,"?",135039,"HS-grad",9,"Married-civ-spouse","?","Husband","White","Male",0,0,20,"United-States","<=50K"
"10750",39,"Local-gov",256997,"Bachelors",13,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
"10751",64,"Private",298301,"HS-grad",9,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"United-States","<=50K"
"10752",22,"Private",310380,"HS-grad",9,"Never-married","Adm-clerical","Unmarried","Black","Female",0,0,40,"United-States","<=50K"
"10753",45,"Local-gov",182100,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States",">50K"
"10755",43,"State-gov",143939,"HS-grad",9,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,50,"United-States",">50K"
"10758",39,"Private",230054,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States",">50K"
"10759",63,"Private",236338,"HS-grad",9,"Married-civ-spouse","Sales","Wife","White","Female",0,0,35,"United-States","<=50K"
"10761",26,"Federal-gov",218782,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Husband","Other","Male",0,0,40,"United-States","<=50K"
"10762",33,"Private",191385,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,40,"Canada","<=50K"
"10763",45,"Self-emp-inc",185497,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Wife","Asian-Pac-Islander","Female",0,0,70,"?","<=50K"
"10766",34,"Private",255693,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,20,"United-States","<=50K"
"10768",41,"Private",203233,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K"
"10770",36,"Private",187847,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",7688,0,40,"United-States",">50K"
"10772",46,"Self-emp-inc",198660,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",99999,0,72,"United-States",">50K"
"10773",43,"Self-emp-not-inc",89636,"Bachelors",13,"Married-civ-spouse","Sales","Wife","Asian-Pac-Islander","Female",0,0,60,"South","<=50K"
"10775",26,"Local-gov",150226,"Bachelors",13,"Never-married","Prof-specialty","Own-child","White","Female",0,0,35,"United-States","<=50K"
"10776",28,"Private",137898,"HS-grad",9,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,35,"United-States","<=50K"
"10777",54,"Self-emp-inc",146574,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",">50K"
"10778",53,"Private",88725,"HS-grad",9,"Never-married","Craft-repair","Not-in-family","Other","Female",0,0,40,"?","<=50K"
"10781",55,"Local-gov",212448,"HS-grad",9,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"10783",26,"Private",227489,"HS-grad",9,"Never-married","Tech-support","Other-relative","Black","Male",0,0,40,"?","<=50K"
"10788",76,"Private",116202,"HS-grad",9,"Widowed","Other-service","Unmarried","White","Female",0,0,33,"United-States","<=50K"
"10789",47,"Private",140045,"HS-grad",9,"Separated","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States","<=50K"
"10792",24,"Private",85041,"HS-grad",9,"Separated","Other-service","Unmarried","White","Female",0,0,25,"United-States","<=50K"
"10793",30,"Private",162442,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Wife","White","Female",7688,0,50,"United-States",">50K"
"10795",24,"Private",216563,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Wife","White","Female",0,0,40,"United-States","<=50K"
"10798",40,"Private",124915,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K"
"10800",45,"Local-gov",215862,"Doctorate",16,"Married-civ-spouse","Exec-managerial","Husband","White","Male",7688,0,45,"United-States",">50K"
"10802",58,"Private",349910,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",7688,0,40,"United-States",">50K"
"10804",34,"Private",176711,"HS-grad",9,"Never-married","Adm-clerical","Own-child","White","Male",0,0,40,"United-States","<=50K"
"10807",46,"Private",331776,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K"
"10809",43,"State-gov",198965,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K"
"10813",37,"Private",173128,"HS-grad",9,"Divorced","Other-service","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"10814",29,"Private",87905,"HS-grad",9,"Divorced","Other-service","Not-in-family","White","Male",10520,0,40,"United-States",">50K"
"10815",44,"Private",173704,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K"
"10819",32,"Private",133503,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States","<=50K"
"10821",39,"?",201105,"Bachelors",13,"Married-civ-spouse","?","Wife","White","Female",0,0,30,"United-States","<=50K"
"10823",25,"Self-emp-inc",182750,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Male",0,0,45,"United-States",">50K"
"10827",25,"Private",19214,"HS-grad",9,"Never-married","Handlers-cleaners","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"10831",47,"Private",152073,"HS-grad",9,"Divorced","Machine-op-inspct","Unmarried","White","Female",0,0,40,"United-States","<=50K"
"10832",35,"Private",189623,"Doctorate",16,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,45,"United-States",">50K"
"10833",24,"Private",341368,"HS-grad",9,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"10834",21,"Private",201603,"HS-grad",9,"Never-married","Machine-op-inspct","Own-child","White","Male",2176,0,40,"United-States","<=50K"
"10835",35,"Private",270572,"Bachelors",13,"Divorced","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States",">50K"
"10836",30,"Private",285295,"Bachelors",13,"Married-civ-spouse","Other-service","Wife","Asian-Pac-Islander","Female",0,0,40,"Philippines","<=50K"
"10838",49,"?",202874,"HS-grad",9,"Separated","?","Unmarried","White","Female",0,0,40,"Columbia","<=50K"
"10840",22,"Private",244773,"HS-grad",9,"Never-married","Sales","Own-child","Black","Female",0,0,15,"United-States","<=50K"
"10842",50,"Private",162632,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,2,"United-States","<=50K"
"10844",27,"Private",37088,"Bachelors",13,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,30,"United-States","<=50K"
"10845",27,"Private",335421,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,20,"United-States","<=50K"
"10847",20,"State-gov",349365,"HS-grad",9,"Never-married","Other-service","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"10848",42,"Private",33002,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,48,"United-States","<=50K"
"10849",32,"Private",330715,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",99999,0,40,"United-States",">50K"
"10850",45,"Private",146857,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,38,"United-States",">50K"
"10852",22,"Private",43646,"HS-grad",9,"Married-civ-spouse","Craft-repair","Own-child","White","Male",0,0,40,"United-States","<=50K"
"10854",28,"Private",47907,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"10855",38,"Private",238397,"Bachelors",13,"Divorced","Priv-house-serv","Unmarried","White","Female",0,0,24,"United-States","<=50K"
"10858",34,"Private",349169,"Masters",14,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"Mexico","<=50K"
"10859",25,"Private",158662,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,50,"United-States",">50K"
"10860",23,"Local-gov",23438,"HS-grad",9,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"10862",43,"Private",174196,"HS-grad",9,"Never-married","Other-service","Unmarried","Black","Female",0,0,40,"United-States","<=50K"
"10863",49,"Local-gov",226871,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","Black","Male",0,0,40,"United-States",">50K"
"10865",57,"Private",214061,"HS-grad",9,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"10866",24,"Private",441700,"Bachelors",13,"Never-married","Tech-support","Own-child","White","Male",0,0,40,"United-States","<=50K"
"10871",35,"Private",30916,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,50,"United-States",">50K"
"10872",48,"Private",219565,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
"10873",38,"Private",377486,"HS-grad",9,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,36,"United-States","<=50K"
"10874",42,"Local-gov",137232,"HS-grad",9,"Divorced","Protective-serv","Unmarried","White","Female",0,0,50,"United-States","<=50K"
"10877",59,"Private",195176,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,72,"United-States","<=50K"
"10878",31,"Private",98639,"HS-grad",9,"Never-married","Craft-repair","Unmarried","White","Male",0,0,40,"United-States","<=50K"
"10879",34,"Private",183778,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
"10880",51,"Private",123011,"Bachelors",13,"Divorced","Exec-managerial","Not-in-family","White","Male",0,2559,50,"United-States",">50K"
"10881",25,"Private",164938,"HS-grad",9,"Never-married","Machine-op-inspct","Own-child","White","Male",4416,0,40,"United-States","<=50K"
"10882",28,"?",147471,"HS-grad",9,"Divorced","?","Own-child","White","Female",0,0,10,"United-States","<=50K"
"10883",30,"Private",206046,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1848,40,"United-States",">50K"
"10884",46,"Private",81497,"HS-grad",9,"Divorced","Handlers-cleaners","Not-in-family","White","Female",0,0,48,"United-States","<=50K"
"10885",45,"Private",189225,"HS-grad",9,"Never-married","Other-service","Unmarried","Black","Female",0,0,40,"United-States","<=50K"
"10888",44,"Private",160829,"Bachelors",13,"Married-civ-spouse","Tech-support","Wife","White","Female",0,0,20,"United-States",">50K"
"10889",25,"Private",483822,"HS-grad",9,"Never-married","Other-service","Own-child","White","Male",0,0,40,"El-Salvador","<=50K"
"10891",23,"Private",289982,"HS-grad",9,"Never-married","Sales","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"10894",23,"Private",420973,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"10895",71,"Private",124959,"HS-grad",9,"Widowed","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"10896",22,"State-gov",121471,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
"10897",36,"Private",198237,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",15024,0,50,"United-States",">50K"
"10899",40,"Private",191544,"HS-grad",9,"Never-married","Other-service","Not-in-family","White","Female",0,0,35,"United-States","<=50K"
"10903",35,"Private",167140,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",5013,0,40,"United-States","<=50K"
"10904",39,"Private",370795,"HS-grad",9,"Never-married","Adm-clerical","Unmarried","Black","Female",0,0,40,"United-States","<=50K"
"10905",39,"Federal-gov",209609,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,50,"United-States","<=50K"
"10908",25,"Private",88922,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","Black","Male",0,0,40,"United-States","<=50K"
"10910",47,"Self-emp-not-inc",165468,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",7298,0,40,"United-States",">50K"
"10911",37,"Private",134367,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,37,"United-States",">50K"
"10912",47,"Private",199058,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",">50K"
"10913",33,"Private",183612,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States",">50K"
"10915",22,"Private",514033,"HS-grad",9,"Never-married","Other-service","Not-in-family","Black","Male",0,0,80,"United-States","<=50K"
"10916",56,"Private",172364,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K"
"10917",37,"Private",190105,"HS-grad",9,"Never-married","Adm-clerical","Own-child","White","Female",0,0,55,"United-States","<=50K"
"10920",53,"State-gov",43952,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",15024,0,38,"United-States",">50K"
"10921",43,"Private",194636,"Bachelors",13,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,48,"United-States",">50K"
"10922",23,"Private",235853,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States","<=50K"
"10923",43,"Self-emp-not-inc",150528,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,30,"United-States","<=50K"
"10924",30,"Private",213722,"HS-grad",9,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,40,"United-States","<=50K"
"10927",38,"Private",470663,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,50,"United-States","<=50K"
"10929",23,"Private",113466,"HS-grad",9,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
"10930",46,"Private",224559,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","Black","Male",0,0,40,"United-States","<=50K"
"10937",24,"Private",98287,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States","<=50K"
"10938",39,"Private",103456,"Bachelors",13,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,45,"United-States",">50K"
"10939",28,"Private",184723,"Bachelors",13,"Never-married","Tech-support","Not-in-family","White","Female",0,1980,35,"United-States","<=50K"
"10940",25,"Private",165622,"Masters",14,"Never-married","Sales","Not-in-family","White","Male",0,0,55,"United-States","<=50K"
"10943",63,"Local-gov",152163,"HS-grad",9,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,40,"United-States","<=50K"
"10945",21,"Private",148211,"HS-grad",9,"Never-married","Handlers-cleaners","Not-in-family","White","Male",3674,0,50,"United-States","<=50K"
"10948",72,"Local-gov",144515,"Doctorate",16,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1258,40,"United-States","<=50K"
"10952",38,"Private",80771,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,40,"United-States",">50K"
"10953",46,"Private",164733,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,41,"United-States","<=50K"
"10954",31,"Self-emp-not-inc",119411,"Bachelors",13,"Divorced","Exec-managerial","Unmarried","White","Male",0,0,60,"United-States",">50K"
"10956",43,"?",396116,"HS-grad",9,"Married-civ-spouse","?","Husband","White","Male",0,0,40,"United-States","<=50K"
"10957",21,"Private",185251,"HS-grad",9,"Never-married","Sales","Own-child","White","Male",0,0,40,"United-States","<=50K"
"10958",44,"Private",173590,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,3,"United-States","<=50K"
"10959",56,"Federal-gov",196307,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K"
"10960",20,"?",293091,"HS-grad",9,"Never-married","?","Own-child","White","Male",0,0,12,"United-States","<=50K"
"10961",36,"Private",175232,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",5178,0,40,"United-States",">50K"
"10962",21,"Private",51047,"HS-grad",9,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,25,"United-States","<=50K"
"10965",56,"Self-emp-inc",205601,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",99999,0,70,"United-States",">50K"
"10966",52,"Private",129177,"Bachelors",13,"Widowed","Other-service","Not-in-family","White","Female",0,2824,20,"United-States",">50K"
"10967",51,"Self-emp-not-inc",121548,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,25,"United-States","<=50K"
